applicant_income,coapplicant_income,loan_amount,gender,married,dependents,education,self_employed,property_area,loan_amount_term,credit_history,loan_status
5818,2160.0,184.0,Male,Yes,0,Graduate,Yes,Semiurban,360.0,1.0,Y
4333,2451.0,110.0,Female,Yes,0,Graduate,No,Urban,360.0,1.0,N
2500,0.0,67.0,Female,No,0,Graduate,No,Urban,360.0,1.0,Y
4384,1793.0,117.0,Male,No,1,Graduate,No,Urban,360.0,1.0,Y
2935,0.0,98.0,Male,No,0,Graduate,No,Semiurban,360.0,1.0,Y
2833,0.0,71.0,Male,No,,Graduate,No,Urban,360.0,1.0,Y
63337,0.0,490.0,Male,Yes,0,Graduate,,Urban,180.0,1.0,Y
9833,1833.0,182.0,,Yes,1,Graduate,Yes,Urban,180.0,1.0,Y
5503,4490.0,70.0,Male,Yes,,Graduate,Yes,Semiurban,,1.0,Y
5250,688.0,160.0,Male,Yes,1,Graduate,,Rural,360.0,1.0,Y
2500,4600.0,176.0,Male,Yes,2,Graduate,Yes,Rural,360.0,1.0,Y
1830,0.0,,Female,No,3+,Not Graduate,No,Urban,360.0,0.0,N
4160,0.0,71.0,Female,No,0,Graduate,No,Semiurban,360.0,1.0,Y
2647,1587.0,173.0,Male,Yes,3+,Not Graduate,No,Rural,360.0,1.0,N
2378,0.0,46.0,Female,No,0,Graduate,No,Rural,360.0,1.0,N
4554,1229.0,158.0,Male,Yes,1,Not Graduate,No,Urban,360.0,1.0,Y
3173,0.0,74.0,Male,Yes,3+,Not Graduate,No,Semiurban,360.0,1.0,Y
2583,2330.0,125.0,Male,Yes,2,Graduate,,Rural,360.0,1.0,Y
2499,2458.0,160.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
3523,3230.0,152.0,Male,Yes,,Not Graduate,No,Rural,360.0,0.0,N
3083,2168.0,126.0,Male,Yes,2,Not Graduate,No,Urban,360.0,1.0,Y
6333,4583.0,259.0,Male,Yes,0,Graduate,No,Semiurban,360.0,,Y
2625,6250.0,187.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
9083,0.0,228.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
8750,4167.0,308.0,Male,No,0,Graduate,No,Rural,360.0,1.0,N
2666,2083.0,95.0,Male,Yes,3+,Graduate,No,Rural,360.0,1.0,Y
5500,0.0,105.0,Female,Yes,0,Graduate,Yes,Rural,360.0,0.0,N
2423,505.0,130.0,Female,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
3813,0.0,116.0,Female,No,,Graduate,No,Urban,180.0,1.0,Y
8333,3167.0,165.0,Male,Yes,2,Graduate,No,Rural,360.0,1.0,Y
3875,0.0,67.0,Male,Yes,1,Graduate,No,Urban,360.0,1.0,N
3000,1666.0,100.0,Male,Yes,0,Not Graduate,No,Urban,480.0,0.0,N
5167,3167.0,200.0,Male,Yes,3+,Graduate,No,Semiurban,360.0,1.0,Y
4723,0.0,81.0,Female,No,1,Graduate,No,Semiurban,360.0,1.0,N
5000,3667.0,236.0,Male,Yes,2,Graduate,No,Semiurban,360.0,1.0,Y
4750,2333.0,130.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,Y
3013,3033.0,95.0,Male,Yes,0,Graduate,No,Urban,300.0,,Y
6822,0.0,141.0,Male,No,0,Graduate,Yes,Rural,360.0,1.0,Y
6216,0.0,133.0,Male,No,0,Not Graduate,No,Rural,360.0,1.0,N
2500,0.0,96.0,Male,No,0,Graduate,No,Semiurban,480.0,1.0,N
5124,0.0,124.0,Male,No,0,Graduate,No,Rural,,0.0,N
6325,0.0,175.0,Male,Yes,1,Graduate,No,Semiurban,360.0,1.0,Y
19730,5266.0,570.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,N
15759,0.0,55.0,Female,No,0,Graduate,Yes,Semiurban,360.0,1.0,Y
5185,0.0,155.0,Male,Yes,2,Graduate,No,Semiurban,360.0,1.0,Y
9323,7873.0,380.0,Male,Yes,2,Graduate,Yes,Rural,300.0,1.0,Y
3062,1987.0,111.0,Male,No,1,Graduate,No,Urban,180.0,0.0,N
2764,1459.0,110.0,Female,No,0,Graduate,,Urban,360.0,1.0,Y
4817,923.0,120.0,Male,Yes,0,Graduate,No,Urban,180.0,1.0,Y
8750,4996.0,130.0,Male,Yes,3+,Graduate,No,Rural,360.0,1.0,Y
4310,0.0,130.0,Male,Yes,0,Graduate,No,Semiurban,360.0,,Y
3069,0.0,71.0,Male,No,0,Graduate,No,Urban,480.0,1.0,N
5391,0.0,130.0,Male,Yes,2,Graduate,No,Urban,360.0,1.0,Y
3333,2500.0,128.0,Male,Yes,0,Graduate,,Semiurban,360.0,1.0,Y
5941,4232.0,296.0,Male,No,0,Graduate,No,Semiurban,360.0,1.0,Y
6000,0.0,156.0,Female,No,0,Graduate,No,Urban,360.0,1.0,Y
7167,0.0,128.0,Male,No,0,Graduate,Yes,Urban,360.0,1.0,Y
4566,0.0,100.0,Male,Yes,2,Graduate,No,Urban,360.0,1.0,N
3667,0.0,113.0,Male,No,1,Graduate,,Urban,180.0,1.0,Y
2346,1600.0,132.0,Male,No,0,Not Graduate,No,Semiurban,360.0,1.0,Y
3010,3136.0,,Male,Yes,0,Not Graduate,No,Urban,360.0,0.0,N
2333,2417.0,136.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,Y
5488,0.0,125.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
9167,0.0,185.0,Male,No,3+,Graduate,No,Rural,360.0,1.0,Y
9504,0.0,275.0,Male,Yes,3+,Graduate,No,Rural,360.0,1.0,Y
2583,2115.0,120.0,Male,Yes,0,Graduate,No,Urban,360.0,,Y
1993,1625.0,113.0,Male,Yes,2,Not Graduate,No,Semiurban,180.0,1.0,Y
3100,1400.0,113.0,Male,Yes,2,Graduate,No,Urban,360.0,1.0,Y
3276,484.0,135.0,Male,Yes,2,Graduate,No,Semiurban,360.0,,Y
3180,0.0,71.0,Female,No,0,Graduate,No,Urban,360.0,0.0,N
3033,1459.0,95.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,Y
3902,1666.0,109.0,Male,No,0,Not Graduate,No,Rural,360.0,1.0,Y
1500,1800.0,103.0,Female,No,0,Graduate,No,Semiurban,360.0,0.0,N
2889,0.0,45.0,Male,Yes,2,Not Graduate,No,Urban,180.0,0.0,N
2755,0.0,65.0,Male,No,0,Not Graduate,No,Rural,300.0,1.0,N
2500,20000.0,103.0,Male,No,0,Graduate,No,Semiurban,360.0,1.0,Y
1963,0.0,53.0,Female,No,0,Not Graduate,No,Semiurban,360.0,1.0,Y
7441,0.0,194.0,Female,No,0,Graduate,Yes,Rural,360.0,1.0,N
4547,0.0,115.0,Female,No,0,Graduate,No,Semiurban,360.0,1.0,Y
2167,2400.0,115.0,Male,Yes,0,Not Graduate,No,Urban,360.0,1.0,Y
2213,0.0,66.0,Female,No,0,Not Graduate,No,Rural,360.0,1.0,Y
8300,0.0,152.0,Male,Yes,1,Graduate,No,Semiurban,300.0,0.0,N
81000,0.0,360.0,Male,Yes,3+,Graduate,No,Rural,360.0,0.0,N
3867,0.0,62.0,Female,No,1,Not Graduate,Yes,Semiurban,360.0,1.0,N
6256,0.0,160.0,Male,Yes,0,Graduate,,Urban,360.0,,Y
6096,0.0,218.0,Male,Yes,0,Not Graduate,No,Rural,360.0,0.0,N
2253,2033.0,110.0,Male,Yes,0,Not Graduate,No,Rural,360.0,1.0,Y
2149,3237.0,178.0,Female,Yes,0,Not Graduate,No,Semiurban,360.0,0.0,N
2995,0.0,60.0,Female,No,0,Graduate,No,Urban,360.0,1.0,Y
2600,0.0,160.0,Female,No,1,Graduate,No,Urban,360.0,1.0,N
1600,20000.0,239.0,Male,Yes,2,Graduate,Yes,Urban,360.0,1.0,N
1025,2773.0,112.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
3246,1417.0,138.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
5829,0.0,138.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
2720,0.0,80.0,Female,No,0,Not Graduate,No,Urban,,0.0,N
1820,1719.0,100.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,Y
7250,1667.0,110.0,Male,Yes,1,Graduate,No,Urban,,0.0,N
14880,0.0,96.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
2666,4300.0,121.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
4606,0.0,81.0,Female,No,1,Not Graduate,No,Rural,360.0,1.0,N
5935,0.0,133.0,Male,Yes,2,Graduate,No,Semiurban,360.0,1.0,Y
2920,16.12000084,87.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
2717,0.0,60.0,Male,No,0,Not Graduate,No,Urban,180.0,1.0,Y
8624,0.0,150.0,Female,No,1,Graduate,Yes,Semiurban,360.0,1.0,Y
6500,0.0,105.0,Male,No,0,Graduate,No,Rural,360.0,0.0,N
12876,0.0,405.0,Male,No,0,Graduate,,Semiurban,360.0,1.0,Y
2425,2340.0,143.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
3750,0.0,100.0,Male,No,0,Graduate,No,Urban,360.0,1.0,Y
10047,0.0,,Female,,,Graduate,No,Semiurban,240.0,1.0,Y
1926,1851.0,50.0,Male,No,0,Graduate,No,Semiurban,360.0,1.0,Y
2213,1125.0,,Male,Yes,0,Graduate,No,Urban,360.0,1.0,Y
10416,0.0,187.0,Male,No,0,Graduate,Yes,Urban,360.0,0.0,N
7142,0.0,138.0,Female,Yes,0,Not Graduate,Yes,Rural,360.0,1.0,Y
3660,5064.0,187.0,Male,No,0,Graduate,No,Semiurban,360.0,1.0,Y
7901,1833.0,180.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
4707,1993.0,148.0,Male,No,3+,Not Graduate,No,Semiurban,360.0,1.0,Y
37719,0.0,152.0,Male,No,1,Graduate,No,Semiurban,360.0,1.0,Y
7333,8333.0,175.0,Male,Yes,0,Graduate,No,Rural,300.0,,Y
3466,1210.0,130.0,Male,Yes,1,Graduate,Yes,Rural,360.0,1.0,Y
4652,0.0,110.0,Male,Yes,2,Not Graduate,No,Rural,360.0,1.0,Y
3539,1376.0,55.0,Male,Yes,0,Graduate,,Rural,360.0,1.0,N
3340,1710.0,150.0,Male,Yes,2,Graduate,No,Rural,360.0,0.0,N
2769,1542.0,190.0,Male,No,1,Not Graduate,Yes,Semiurban,360.0,,N
2309,1255.0,125.0,Male,Yes,2,Not Graduate,No,Rural,360.0,0.0,N
1958,1456.0,60.0,Male,Yes,2,Not Graduate,No,Urban,300.0,,Y
3948,1733.0,149.0,Male,Yes,0,Graduate,No,Rural,360.0,0.0,N
2483,2466.0,90.0,Male,Yes,0,Graduate,No,Rural,180.0,0.0,Y
7085,0.0,84.0,Male,No,0,Graduate,Yes,Semiurban,360.0,1.0,Y
3859,0.0,96.0,Male,Yes,2,Graduate,No,Semiurban,360.0,1.0,Y
4301,0.0,118.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,Y
3708,2569.0,173.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,N
4354,0.0,136.0,Male,No,2,Graduate,No,Rural,360.0,1.0,Y
8334,0.0,160.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,N
2083,4083.0,160.0,,Yes,0,Graduate,Yes,Semiurban,360.0,,Y
7740,0.0,128.0,Male,Yes,3+,Graduate,No,Urban,180.0,1.0,Y
3015,2188.0,153.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
5191,0.0,132.0,Female,No,1,Not Graduate,,Semiurban,360.0,1.0,Y
4166,0.0,98.0,Male,No,0,Graduate,No,Semiurban,360.0,0.0,N
6000,0.0,140.0,Male,No,0,Graduate,No,Rural,360.0,1.0,Y
2947,1664.0,70.0,Male,Yes,3+,Not Graduate,No,Urban,180.0,0.0,N
16692,0.0,110.0,,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
210,2917.0,98.0,Female,Yes,2,Not Graduate,,Semiurban,360.0,1.0,Y
4333,2451.0,110.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,N
3450,2079.0,162.0,Male,Yes,1,Graduate,Yes,Semiurban,360.0,1.0,Y
2653,1500.0,113.0,Male,Yes,1,Not Graduate,No,Rural,180.0,0.0,N
4691,0.0,100.0,Male,Yes,3+,Graduate,No,Semiurban,360.0,1.0,Y
2500,0.0,93.0,Female,No,0,Graduate,Yes,Urban,360.0,,Y
5532,4648.0,162.0,Male,No,2,Graduate,No,Rural,360.0,1.0,Y
16525,1014.0,150.0,Male,Yes,2,Graduate,Yes,Rural,360.0,1.0,Y
6700,1750.0,230.0,Male,Yes,2,Graduate,No,Semiurban,300.0,1.0,Y
2873,1872.0,132.0,,Yes,2,Graduate,No,Semiurban,360.0,0.0,N
16667,2250.0,86.0,Male,Yes,1,Graduate,Yes,Semiurban,360.0,1.0,Y
2947,1603.0,,Male,Yes,2,Graduate,No,Urban,360.0,1.0,N
4350,0.0,154.0,Female,No,0,Not Graduate,No,Rural,360.0,1.0,Y
3095,0.0,113.0,Male,Yes,3+,Not Graduate,No,Rural,360.0,1.0,Y
2083,3150.0,128.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
10833,0.0,234.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
8333,0.0,246.0,Male,Yes,2,Graduate,No,Semiurban,360.0,1.0,Y
1958,2436.0,131.0,Male,Yes,1,Not Graduate,No,Rural,360.0,1.0,Y
3547,0.0,80.0,Male,No,2,Graduate,No,Rural,360.0,0.0,N
18333,0.0,500.0,Male,Yes,1,Graduate,No,Urban,360.0,1.0,N
4583,2083.0,160.0,Male,Yes,2,Graduate,Yes,Semiurban,360.0,1.0,Y
2435,0.0,75.0,Male,No,0,Graduate,No,Urban,360.0,1.0,N
2699,2785.0,96.0,Male,No,0,Not Graduate,No,Semiurban,360.0,,Y
5333,1131.0,186.0,Male,Yes,1,Not Graduate,No,Urban,360.0,,Y
3691,0.0,110.0,Male,No,0,Not Graduate,No,Rural,360.0,1.0,Y
17263,0.0,225.0,Female,No,0,Not Graduate,Yes,Semiurban,360.0,1.0,Y
3597,2157.0,119.0,Male,Yes,0,Graduate,No,Rural,360.0,0.0,N
3326,913.0,105.0,Female,Yes,1,Graduate,No,Semiurban,84.0,1.0,Y
2600,1700.0,107.0,Male,Yes,0,Not Graduate,No,Rural,360.0,1.0,Y
4625,2857.0,111.0,Male,Yes,0,Graduate,No,Urban,12.0,,Y
2895,0.0,95.0,Male,Yes,1,Graduate,Yes,Semiurban,360.0,1.0,Y
6283,4416.0,209.0,Male,No,0,Graduate,No,Rural,360.0,0.0,N
645,3683.0,113.0,Female,No,0,Graduate,No,Rural,480.0,1.0,Y
3159,0.0,100.0,Female,No,0,Graduate,No,Semiurban,360.0,1.0,Y
4865,5624.0,208.0,Male,Yes,2,Graduate,No,Semiurban,360.0,1.0,Y
4050,5302.0,138.0,Male,Yes,1,Not Graduate,No,Rural,360.0,,N
3814,1483.0,124.0,Male,Yes,0,Not Graduate,No,Semiurban,300.0,1.0,Y
3510,4416.0,243.0,Male,Yes,2,Graduate,No,Rural,360.0,1.0,Y
20833,6667.0,480.0,Male,Yes,0,Graduate,No,Urban,360.0,,Y
3583,0.0,96.0,,No,0,Graduate,No,Urban,360.0,1.0,N
2479,3013.0,188.0,Male,Yes,0,Graduate,Yes,Urban,360.0,1.0,Y
13262,0.0,40.0,Female,No,1,Graduate,No,Urban,360.0,1.0,Y
3598,1287.0,100.0,Male,No,0,Not Graduate,No,Rural,360.0,1.0,N
6065,2004.0,250.0,Male,Yes,1,Graduate,No,Semiurban,360.0,1.0,Y
3283,2035.0,148.0,Male,Yes,2,Graduate,No,Urban,360.0,1.0,Y
2130,6666.0,70.0,Male,Yes,0,Graduate,No,Semiurban,180.0,1.0,N
5815,3666.0,311.0,Male,No,0,Graduate,No,Rural,360.0,1.0,N
3466,3428.0,150.0,Male,Yes,3+,Graduate,No,Rural,360.0,1.0,Y
2031,1632.0,113.0,Female,Yes,2,Graduate,No,Semiurban,480.0,1.0,Y
3074,1800.0,123.0,Male,Yes,,Not Graduate,No,Semiurban,360.0,0.0,N
4683,1915.0,185.0,Male,No,0,Graduate,No,Semiurban,360.0,1.0,N
3400,0.0,95.0,Female,No,0,Not Graduate,No,Rural,360.0,1.0,N
2192,1742.0,45.0,Male,Yes,2,Not Graduate,No,Semiurban,360.0,1.0,Y
2500,0.0,55.0,Male,No,0,Graduate,No,Semiurban,360.0,1.0,Y
5677,1424.0,100.0,Male,Yes,3+,Graduate,Yes,Rural,360.0,1.0,Y
7948,7166.0,480.0,Male,Yes,2,Graduate,Yes,Rural,360.0,1.0,Y
4680,2087.0,,Male,No,0,Graduate,No,Semiurban,360.0,1.0,N
17500,0.0,400.0,Male,Yes,2,Graduate,Yes,Rural,360.0,1.0,Y
3775,0.0,110.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
5285,1430.0,161.0,Male,Yes,1,Not Graduate,No,Semiurban,360.0,0.0,Y
2679,1302.0,94.0,Male,No,1,Not Graduate,No,Semiurban,360.0,1.0,Y
6783,0.0,130.0,Male,No,0,Not Graduate,No,Semiurban,360.0,1.0,Y
1025,5500.0,216.0,Male,Yes,0,Graduate,No,Rural,360.0,,Y
4281,0.0,100.0,Male,Yes,3+,Graduate,No,Urban,360.0,1.0,Y
3588,0.0,110.0,Male,No,2,Graduate,No,Rural,360.0,0.0,N
11250,0.0,196.0,Male,No,1,Graduate,No,Semiurban,360.0,,N
18165,0.0,125.0,Female,No,0,Not Graduate,Yes,Urban,360.0,1.0,Y
2550,2042.0,126.0,Male,No,0,Not Graduate,,Rural,360.0,1.0,Y
6133,3906.0,324.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,Y
3617,0.0,107.0,Male,No,2,Graduate,No,Semiurban,360.0,1.0,Y
2917,536.0,66.0,Male,Yes,0,Not Graduate,No,Rural,360.0,1.0,N
6417,0.0,157.0,Male,Yes,3+,Graduate,No,Rural,180.0,1.0,Y
4608,2845.0,140.0,Female,Yes,1,Graduate,No,Semiurban,180.0,1.0,Y
2138,0.0,99.0,Female,No,0,Graduate,No,Semiurban,360.0,0.0,N
3652,0.0,95.0,Female,No,1,Graduate,,Semiurban,360.0,1.0,Y
2239,2524.0,128.0,Male,Yes,1,Not Graduate,No,Urban,360.0,1.0,Y
3017,663.0,102.0,Female,Yes,0,Not Graduate,No,Semiurban,360.0,,Y
2768,1950.0,155.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
3358,0.0,80.0,Male,No,0,Not Graduate,No,Semiurban,36.0,1.0,N
2526,1783.0,145.0,Male,No,0,Graduate,No,Rural,360.0,1.0,Y
5000,0.0,103.0,Female,No,0,Graduate,No,Semiurban,360.0,0.0,N
2785,2016.0,110.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
6633,0.0,,Male,Yes,2,Graduate,Yes,Rural,360.0,0.0,N
2492,2375.0,,Male,Yes,1,Not Graduate,No,Rural,360.0,1.0,Y
3333,3250.0,158.0,Male,Yes,1,Graduate,No,Urban,360.0,1.0,Y
2454,2333.0,181.0,Male,Yes,0,Not Graduate,No,Urban,360.0,0.0,N
3593,4266.0,132.0,Male,Yes,0,Graduate,No,Rural,180.0,0.0,N
5468,1032.0,26.0,Male,Yes,1,Graduate,No,Semiurban,360.0,1.0,Y
2667,1625.0,84.0,Female,No,0,Graduate,No,Urban,360.0,,Y
10139,0.0,260.0,Male,Yes,3+,Graduate,Yes,Semiurban,360.0,1.0,Y
3887,2669.0,162.0,Male,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
4180,2306.0,182.0,Female,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
3675,242.0,108.0,Male,Yes,2,Not Graduate,No,Semiurban,360.0,1.0,Y
19484,0.0,600.0,Female,Yes,1,Graduate,Yes,Semiurban,360.0,1.0,Y
5923,2054.0,211.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
5800,0.0,132.0,Male,No,0,Not Graduate,Yes,Semiurban,360.0,1.0,Y
8799,0.0,258.0,Male,Yes,2,Graduate,No,Urban,360.0,0.0,N
4467,0.0,120.0,Male,Yes,0,Not Graduate,No,Rural,360.0,,Y
3333,0.0,70.0,Male,No,0,Graduate,No,Urban,360.0,1.0,Y
3400,2500.0,123.0,Male,Yes,3+,Graduate,No,Rural,360.0,0.0,N
2378,0.0,9.0,Female,No,0,Graduate,No,Urban,360.0,1.0,N
3166,2064.0,104.0,Male,Yes,0,Graduate,No,Urban,360.0,0.0,N
3417,1750.0,186.0,Male,Yes,1,Graduate,No,Urban,360.0,1.0,Y
5116,1451.0,165.0,Male,Yes,,Graduate,No,Urban,360.0,0.0,N
16666,0.0,275.0,Male,Yes,2,Graduate,No,Urban,360.0,1.0,Y
6125,1625.0,187.0,Male,Yes,2,Not Graduate,No,Semiurban,480.0,1.0,N
6406,0.0,150.0,Male,Yes,3+,Graduate,No,Semiurban,360.0,1.0,N
3159,461.0,108.0,Male,Yes,2,Graduate,No,Urban,84.0,1.0,Y
3087,2210.0,136.0,,Yes,0,Graduate,No,Semiurban,360.0,0.0,N
3229,2739.0,110.0,Male,No,0,Graduate,No,Urban,360.0,1.0,Y
1782,2232.0,107.0,Male,Yes,1,Graduate,No,Rural,360.0,1.0,Y
3182,2917.0,161.0,Male,No,0,Graduate,,Urban,360.0,1.0,Y
6540,0.0,205.0,Male,Yes,2,Graduate,No,Semiurban,360.0,1.0,Y
1836,33837.0,90.0,Male,No,0,Graduate,No,Urban,360.0,1.0,N
3166,0.0,36.0,Female,Yes,0,Graduate,No,Semiurban,360.0,1.0,Y
1880,0.0,61.0,Male,Yes,1,Graduate,No,Rural,360.0,,N
2787,1917.0,146.0,Male,Yes,1,Graduate,No,Rural,360.0,0.0,N
4283,3000.0,172.0,Male,Yes,1,Graduate,No,Rural,84.0,1.0,N
2297,1522.0,104.0,Male,Yes,0,Graduate,No,Urban,360.0,1.0,Y
2165,0.0,70.0,Female,No,0,Not Graduate,No,Semiurban,360.0,1.0,Y
4750,0.0,94.0,,No,0,Graduate,No,Semiurban,360.0,1.0,Y
2726,0.0,106.0,Male,Yes,2,Graduate,Yes,Semiurban,360.0,0.0,N
3000,3416.0,56.0,Male,Yes,0,Graduate,No,Semiurban,180.0,1.0,Y
6000,0.0,205.0,Male,Yes,2,Graduate,Yes,Semiurban,240.0,1.0,N
9357,0.0,292.0,,No,3+,Graduate,Yes,Semiurban,360.0,1.0,Y
3859,3300.0,142.0,Male,Yes,0,Graduate,No,Rural,180.0,1.0,Y
16120,0.0,260.0,Male,Yes,0,Graduate,Yes,Urban,360.0,1.0,Y
3833,0.0,110.0,Male,No,0,Not Graduate,No,Rural,360.0,1.0,Y
6383,1000.0,187.0,Male,Yes,2,Not Graduate,Yes,Rural,360.0,1.0,N
2987,0.0,88.0,Male,No,,Graduate,No,Semiurban,360.0,0.0,N
9963,0.0,180.0,Male,Yes,0,Graduate,Yes,Rural,360.0,1.0,Y
5780,0.0,192.0,Male,Yes,2,Graduate,No,Urban,360.0,1.0,Y
416,41667.0,350.0,Female,No,3+,Graduate,,Urban,180.0,,N
2894,2792.0,155.0,Male,Yes,0,Not Graduate,,Rural,360.0,1.0,Y
5703,0.0,128.0,Male,Yes,3+,Graduate,No,Urban,360.0,1.0,Y
3676,4301.0,172.0,Male,No,0,Graduate,No,Rural,360.0,1.0,Y
12000,0.0,496.0,Female,Yes,1,Graduate,No,Semiurban,360.0,1.0,Y
2400,3800.0,,Male,Yes,0,Not Graduate,No,Urban,180.0,1.0,N
3400,2500.0,173.0,Male,Yes,1,Graduate,No,Semiurban,360.0,1.0,Y
3987,1411.0,157.0,Male,Yes,2,Not Graduate,No,Rural,360.0,1.0,Y
3232,1950.0,108.0,Male,Yes,0,Graduate,No,Rural,360.0,1.0,Y
2900,0.0,71.0,Female,No,0,Graduate,No,Rural,360.0,1.0,Y
4106,0.0,40.0,Male,Yes,3+,Graduate,No,Rural,180.0,1.0,Y
8072,240.0,253.0,Male,Yes,1,Graduate,No,Urban,360.0,1.0,Y
7583,0.0,187.0,Male,Yes,2,Graduate,No,Urban,360.0,1.0,Y
4583,0.0,133.0,Female,No,0,Graduate,Yes,Semiurban,360.0,0.0,N
