applicant_income,coapplicant_income,loan_amount,gender,married,dependents,education,self_employed,property_area,loan_amount_term,credit_history,loan_status
1830.0,0.0,69.8,Female,No,3+,Not Graduate,No,Urban,360,0,N
4160.0,0.0,71.0,Female,No,0,Graduate,No,Semiurban,360,1,Y
2647.0,1587.0,173.0,Male,Yes,3+,Not Graduate,No,Rural,360,1,N
2378.0,0.0,46.0,Female,No,0,Graduate,No,Rural,360,1,N
4554.0,1229.0,158.0,Male,Yes,1,Not Graduate,No,Urban,360,1,Y
3173.0,0.0,74.0,Male,Yes,3+,Not Graduate,No,Semiurban,360,1,Y
2583.0,2330.0,125.0,Male,Yes,2,Graduate,No,Rural,360,1,Y
2499.0,2458.0,160.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
3523.0,3230.0,152.0,Male,Yes,0,Not Graduate,No,Rural,360,0,N
3083.0,2168.0,126.0,Male,Yes,2,Not Graduate,No,Urban,360,1,Y
6333.0,4583.0,259.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
2625.0,6250.0,187.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
9083.0,0.0,228.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
8750.0,4167.0,308.0,Male,No,0,Graduate,No,Rural,360,1,N
2666.0,2083.0,95.0,Male,Yes,3+,Graduate,No,Rural,360,1,Y
5500.0,0.0,105.0,Female,Yes,0,Graduate,Yes,Rural,360,0,N
2423.0,505.0,130.0,Female,Yes,0,Graduate,No,Semiurban,360,1,Y
3813.0,0.0,116.0,Female,No,1,Graduate,No,Urban,180,1,Y
8333.0,3167.0,165.0,Male,Yes,2,Graduate,No,Rural,360,1,Y
3875.0,0.0,67.0,Male,Yes,1,Graduate,No,Urban,360,1,N
3000.0,1666.0,100.0,Male,Yes,0,Not Graduate,No,Urban,480,0,N
5167.0,3167.0,200.0,Male,Yes,3+,Graduate,No,Semiurban,360,1,Y
4723.0,0.0,81.0,Female,No,1,Graduate,No,Semiurban,360,1,N
5000.0,3667.0,236.0,Male,Yes,2,Graduate,No,Semiurban,360,1,Y
4750.0,2333.0,130.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
3013.0,3033.0,95.0,Male,Yes,0,Graduate,No,Urban,300,1,Y
6822.0,0.0,141.0,Male,No,0,Graduate,Yes,Rural,360,1,Y
6216.0,0.0,133.0,Male,No,0,Not Graduate,No,Rural,360,1,N
2500.0,0.0,96.0,Male,No,0,Graduate,No,Semiurban,480,1,N
5124.0,0.0,124.0,Male,No,0,Graduate,No,Rural,360,0,N
6325.0,0.0,175.0,Male,Yes,1,Graduate,No,Semiurban,360,1,Y
19730.0,5266.0,570.0,Male,Yes,0,Graduate,No,Rural,360,1,N
15759.0,0.0,55.0,Female,No,0,Graduate,Yes,Semiurban,360,1,Y
5185.0,0.0,155.0,Male,Yes,2,Graduate,No,Semiurban,360,1,Y
9323.0,7873.0,380.0,Male,Yes,2,Graduate,Yes,Rural,300,1,Y
3062.0,1987.0,111.0,Male,No,1,Graduate,No,Urban,180,0,N
2764.0,1459.0,110.0,Female,No,0,Graduate,No,Urban,360,1,Y
4817.0,923.0,120.0,Male,Yes,0,Graduate,No,Urban,180,1,Y
8750.0,4996.0,130.0,Male,Yes,3+,Graduate,No,Rural,360,1,Y
4310.0,0.0,130.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
3069.0,0.0,71.0,Male,No,0,Graduate,No,Urban,480,1,N
5391.0,0.0,130.0,Male,Yes,2,Graduate,No,Urban,360,1,Y
3333.0,2500.0,128.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
5941.0,4232.0,296.0,Male,No,0,Graduate,No,Semiurban,360,1,Y
6000.0,0.0,156.0,Female,No,0,Graduate,No,Urban,360,1,Y
7167.0,0.0,128.0,Male,No,0,Graduate,Yes,Urban,360,1,Y
4566.0,0.0,100.0,Male,Yes,2,Graduate,No,Urban,360,1,N
3667.0,0.0,113.0,Male,No,1,Graduate,No,Urban,180,1,Y
2346.0,1600.0,132.0,Male,No,0,Not Graduate,No,Semiurban,360,1,Y
3010.0,3136.0,125.0,Male,Yes,0,Not Graduate,No,Urban,360,0,N
2333.0,2417.0,136.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
5488.0,0.0,125.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
9167.0,0.0,185.0,Male,No,3+,Graduate,No,Rural,360,1,Y
9504.0,0.0,275.0,Male,Yes,3+,Graduate,No,Rural,360,1,Y
2583.0,2115.0,120.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
1993.0,1625.0,113.0,Male,Yes,2,Not Graduate,No,Semiurban,180,1,Y
3100.0,1400.0,113.0,Male,Yes,2,Graduate,No,Urban,360,1,Y
3276.0,484.0,135.0,Male,Yes,2,Graduate,No,Semiurban,360,1,Y
3180.0,0.0,71.0,Female,No,0,Graduate,No,Urban,360,0,N
3033.0,1459.0,95.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
3902.0,1666.0,109.0,Male,No,0,Not Graduate,No,Rural,360,1,Y
1500.0,1800.0,103.0,Female,No,0,Graduate,No,Semiurban,360,0,N
2889.0,0.0,45.0,Male,Yes,2,Not Graduate,No,Urban,180,0,N
2755.0,0.0,65.0,Male,No,0,Not Graduate,No,Rural,300,1,N
2500.0,20000.0,103.0,Male,No,0,Graduate,No,Semiurban,360,1,Y
1963.0,0.0,53.0,Female,No,0,Not Graduate,No,Semiurban,360,1,Y
7441.0,0.0,194.0,Female,No,0,Graduate,Yes,Rural,360,1,N
4547.0,0.0,115.0,Female,No,0,Graduate,No,Semiurban,360,1,Y
2167.0,2400.0,115.0,Male,Yes,0,Not Graduate,No,Urban,360,1,Y
2213.0,0.0,66.0,Female,No,0,Not Graduate,No,Rural,360,1,Y
8300.0,0.0,152.0,Male,Yes,1,Graduate,No,Semiurban,300,0,N
81000.0,0.0,360.0,Male,Yes,3+,Graduate,No,Rural,360,0,N
3867.0,0.0,62.0,Female,No,1,Not Graduate,Yes,Semiurban,360,1,N
6256.0,0.0,160.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
6096.0,0.0,218.0,Male,Yes,0,Not Graduate,No,Rural,360,0,N
2253.0,2033.0,110.0,Male,Yes,0,Not Graduate,No,Rural,360,1,Y
2149.0,3237.0,178.0,Female,Yes,0,Not Graduate,No,Semiurban,360,0,N
2995.0,0.0,60.0,Female,No,0,Graduate,No,Urban,360,1,Y
2600.0,0.0,160.0,Female,No,1,Graduate,No,Urban,360,1,N
1600.0,20000.0,239.0,Male,Yes,2,Graduate,Yes,Urban,360,1,N
1025.0,2773.0,112.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
3246.0,1417.0,138.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
5829.0,0.0,138.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
2720.0,0.0,80.0,Female,No,0,Not Graduate,No,Urban,360,0,N
1820.0,1719.0,100.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
7250.0,1667.0,110.0,Male,Yes,1,Graduate,No,Urban,360,0,N
14880.0,0.0,96.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
2666.0,4300.0,121.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
4606.0,0.0,81.0,Female,No,1,Not Graduate,No,Rural,360,1,N
5935.0,0.0,133.0,Male,Yes,2,Graduate,No,Semiurban,360,1,Y
2920.0,16.12000084,87.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
2717.0,0.0,60.0,Male,No,0,Not Graduate,No,Urban,180,1,Y
8624.0,0.0,150.0,Female,No,1,Graduate,Yes,Semiurban,360,1,Y
6500.0,0.0,105.0,Male,No,0,Graduate,No,Rural,360,0,N
12876.0,0.0,405.0,Male,No,0,Graduate,No,Semiurban,360,1,Y
2425.0,2340.0,143.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
3750.0,0.0,100.0,Male,No,0,Graduate,No,Urban,360,1,Y
10047.0,0.0,184.2,Female,No,0,Graduate,No,Semiurban,240,1,Y
1926.0,1851.0,50.0,Male,No,0,Graduate,No,Semiurban,360,1,Y
2213.0,1125.0,88.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
10416.0,0.0,187.0,Male,No,0,Graduate,Yes,Urban,360,0,N
7142.0,0.0,138.0,Female,Yes,0,Not Graduate,Yes,Rural,360,1,Y
3660.0,5064.0,187.0,Male,No,0,Graduate,No,Semiurban,360,1,Y
7901.0,1833.0,180.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
4707.0,1993.0,148.0,Male,No,3+,Not Graduate,No,Semiurban,360,1,Y
37719.0,0.0,152.0,Male,No,1,Graduate,No,Semiurban,360,1,Y
7333.0,8333.0,175.0,Male,Yes,0,Graduate,No,Rural,300,1,Y
3466.0,1210.0,130.0,Male,Yes,1,Graduate,Yes,Rural,360,1,Y
4652.0,0.0,110.0,Male,Yes,2,Not Graduate,No,Rural,360,1,Y
3539.0,1376.0,55.0,Male,Yes,0,Graduate,No,Rural,360,1,N
3340.0,1710.0,150.0,Male,Yes,2,Graduate,No,Rural,360,0,N
2769.0,1542.0,190.0,Male,No,1,Not Graduate,Yes,Semiurban,360,1,N
2309.0,1255.0,125.0,Male,Yes,2,Not Graduate,No,Rural,360,0,N
1958.0,1456.0,60.0,Male,Yes,2,Not Graduate,No,Urban,300,1,Y
3948.0,1733.0,149.0,Male,Yes,0,Graduate,No,Rural,360,0,N
2483.0,2466.0,90.0,Male,Yes,0,Graduate,No,Rural,180,0,Y
7085.0,0.0,84.0,Male,No,0,Graduate,Yes,Semiurban,360,1,Y
3859.0,0.0,96.0,Male,Yes,2,Graduate,No,Semiurban,360,1,Y
4301.0,0.0,118.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
3708.0,2569.0,173.0,Male,Yes,0,Graduate,No,Urban,360,1,N
4354.0,0.0,136.0,Male,No,2,Graduate,No,Rural,360,1,Y
8334.0,0.0,160.0,Male,Yes,0,Graduate,No,Semiurban,360,1,N
2083.0,4083.0,160.0,Male,Yes,0,Graduate,Yes,Semiurban,360,0,Y
7740.0,0.0,128.0,Male,Yes,3+,Graduate,No,Urban,180,1,Y
3015.0,2188.0,153.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
5191.0,0.0,132.0,Female,No,1,Not Graduate,Yes,Semiurban,360,1,Y
4166.0,0.0,98.0,Male,No,0,Graduate,No,Semiurban,360,0,N
6000.0,0.0,140.0,Male,No,0,Graduate,No,Rural,360,1,Y
2947.0,1664.0,70.0,Male,Yes,3+,Not Graduate,No,Urban,180,0,N
16692.0,0.0,110.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
210.0,2917.0,98.0,Female,Yes,2,Not Graduate,No,Semiurban,360,1,Y
4333.0,2451.0,110.0,Male,Yes,0,Graduate,No,Urban,360,1,N
3450.0,2079.0,162.0,Male,Yes,1,Graduate,Yes,Semiurban,360,1,Y
2653.0,1500.0,113.0,Male,Yes,1,Not Graduate,No,Rural,180,0,N
4691.0,0.0,100.0,Male,Yes,3+,Graduate,No,Semiurban,360,1,Y
2500.0,0.0,93.0,Female,No,0,Graduate,Yes,Urban,360,1,Y
5532.0,4648.0,162.0,Male,No,2,Graduate,No,Rural,360,1,Y
16525.0,1014.0,150.0,Male,Yes,2,Graduate,Yes,Rural,360,1,Y
6700.0,1750.0,230.0,Male,Yes,2,Graduate,No,Semiurban,300,1,Y
2873.0,1872.0,132.0,Male,Yes,2,Graduate,No,Semiurban,360,0,N
16667.0,2250.0,86.0,Male,Yes,1,Graduate,Yes,Semiurban,360,1,Y
2947.0,1603.0,92.0,Male,Yes,2,Graduate,No,Urban,360,1,N
4350.0,0.0,154.0,Female,No,0,Not Graduate,No,Rural,360,1,Y
3095.0,0.0,113.0,Male,Yes,3+,Not Graduate,No,Rural,360,1,Y
2083.0,3150.0,128.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
10833.0,0.0,234.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
8333.0,0.0,246.0,Male,Yes,2,Graduate,No,Semiurban,360,1,Y
1958.0,2436.0,131.0,Male,Yes,1,Not Graduate,No,Rural,360,1,Y
3547.0,0.0,80.0,Male,No,2,Graduate,No,Rural,360,0,N
18333.0,0.0,500.0,Male,Yes,1,Graduate,No,Urban,360,1,N
4583.0,2083.0,160.0,Male,Yes,2,Graduate,Yes,Semiurban,360,1,Y
2435.0,0.0,75.0,Male,No,0,Graduate,No,Urban,360,1,N
2699.0,2785.0,96.0,Male,No,0,Not Graduate,No,Semiurban,360,1,Y
5333.0,1131.0,186.0,Male,Yes,1,Not Graduate,No,Urban,360,1,Y
3691.0,0.0,110.0,Male,No,0,Not Graduate,No,Rural,360,1,Y
17263.0,0.0,225.0,Female,No,0,Not Graduate,Yes,Semiurban,360,1,Y
3597.0,2157.0,119.0,Male,Yes,0,Graduate,No,Rural,360,0,N
3326.0,913.0,105.0,Female,Yes,1,Graduate,No,Semiurban,84,1,Y
2600.0,1700.0,107.0,Male,Yes,0,Not Graduate,No,Rural,360,1,Y
4625.0,2857.0,111.0,Male,Yes,0,Graduate,No,Urban,12,1,Y
2895.0,0.0,95.0,Male,Yes,1,Graduate,Yes,Semiurban,360,1,Y
6283.0,4416.0,209.0,Male,No,0,Graduate,No,Rural,360,0,N
645.0,3683.0,113.0,Female,No,0,Graduate,No,Rural,480,1,Y
3159.0,0.0,100.0,Female,No,0,Graduate,No,Semiurban,360,1,Y
4865.0,5624.0,208.0,Male,Yes,2,Graduate,No,Semiurban,360,1,Y
4050.0,5302.0,138.0,Male,Yes,1,Not Graduate,No,Rural,360,1,N
3814.0,1483.0,124.0,Male,Yes,0,Not Graduate,No,Semiurban,300,1,Y
3510.0,4416.0,243.0,Male,Yes,2,Graduate,No,Rural,360,1,Y
20833.0,6667.0,480.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
3583.0,0.0,96.0,Male,No,0,Graduate,No,Urban,360,1,N
2479.0,3013.0,188.0,Male,Yes,0,Graduate,Yes,Urban,360,1,Y
13262.0,0.0,40.0,Female,No,1,Graduate,No,Urban,360,1,Y
3598.0,1287.0,100.0,Male,No,0,Not Graduate,No,Rural,360,1,N
6065.0,2004.0,250.0,Male,Yes,1,Graduate,No,Semiurban,360,1,Y
3283.0,2035.0,148.0,Male,Yes,2,Graduate,No,Urban,360,1,Y
2130.0,6666.0,70.0,Male,Yes,0,Graduate,No,Semiurban,180,1,N
5815.0,3666.0,311.0,Male,No,0,Graduate,No,Rural,360,1,N
3466.0,3428.0,150.0,Male,Yes,3+,Graduate,No,Rural,360,1,Y
2031.0,1632.0,113.0,Female,Yes,2,Graduate,No,Semiurban,480,1,Y
3074.0,1800.0,123.0,Male,Yes,0,Not Graduate,No,Semiurban,360,0,N
4683.0,1915.0,185.0,Male,No,0,Graduate,No,Semiurban,360,1,N
3400.0,0.0,95.0,Female,No,0,Not Graduate,No,Rural,360,1,N
2192.0,1742.0,45.0,Male,Yes,2,Not Graduate,No,Semiurban,360,1,Y
2500.0,0.0,55.0,Male,No,0,Graduate,No,Semiurban,360,1,Y
5677.0,1424.0,100.0,Male,Yes,3+,Graduate,Yes,Rural,360,1,Y
7948.0,7166.0,480.0,Male,Yes,2,Graduate,Yes,Rural,360,1,Y
4680.0,2087.0,161.6,Male,No,0,Graduate,No,Semiurban,360,1,N
17500.0,0.0,400.0,Male,Yes,2,Graduate,Yes,Rural,360,1,Y
3775.0,0.0,110.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
5285.0,1430.0,161.0,Male,Yes,1,Not Graduate,No,Semiurban,360,0,Y
2679.0,1302.0,94.0,Male,No,1,Not Graduate,No,Semiurban,360,1,Y
6783.0,0.0,130.0,Male,No,0,Not Graduate,No,Semiurban,360,1,Y
1025.0,5500.0,216.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
4281.0,0.0,100.0,Male,Yes,3+,Graduate,No,Urban,360,1,Y
3588.0,0.0,110.0,Male,No,2,Graduate,No,Rural,360,0,N
11250.0,0.0,196.0,Male,No,1,Graduate,No,Semiurban,360,1,N
18165.0,0.0,125.0,Female,No,0,Not Graduate,Yes,Urban,360,1,Y
2550.0,2042.0,126.0,Male,No,0,Not Graduate,No,Rural,360,1,Y
6133.0,3906.0,324.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
3617.0,0.0,107.0,Male,No,2,Graduate,No,Semiurban,360,1,Y
2917.0,536.0,66.0,Male,Yes,0,Not Graduate,No,Rural,360,1,N
6417.0,0.0,157.0,Male,Yes,3+,Graduate,No,Rural,180,1,Y
4608.0,2845.0,140.0,Female,Yes,1,Graduate,No,Semiurban,180,1,Y
2138.0,0.0,99.0,Female,No,0,Graduate,No,Semiurban,360,0,N
3652.0,0.0,95.0,Female,No,1,Graduate,No,Semiurban,360,1,Y
2239.0,2524.0,128.0,Male,Yes,1,Not Graduate,No,Urban,360,1,Y
3017.0,663.0,102.0,Female,Yes,0,Not Graduate,No,Semiurban,360,1,Y
2768.0,1950.0,155.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
3358.0,0.0,80.0,Male,No,0,Not Graduate,No,Semiurban,36,1,N
2526.0,1783.0,145.0,Male,No,0,Graduate,No,Rural,360,1,Y
5000.0,0.0,103.0,Female,No,0,Graduate,No,Semiurban,360,0,N
2785.0,2016.0,110.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
6633.0,0.0,143.6,Male,Yes,2,Graduate,Yes,Rural,360,0,N
2492.0,2375.0,142.2,Male,Yes,1,Not Graduate,No,Rural,360,1,Y
3333.0,3250.0,158.0,Male,Yes,1,Graduate,No,Urban,360,1,Y
2454.0,2333.0,181.0,Male,Yes,0,Not Graduate,No,Urban,360,0,N
3593.0,4266.0,132.0,Male,Yes,0,Graduate,No,Rural,180,0,N
5468.0,1032.0,26.0,Male,Yes,1,Graduate,No,Semiurban,360,1,Y
2667.0,1625.0,84.0,Female,No,0,Graduate,No,Urban,360,1,Y
10139.0,0.0,260.0,Male,Yes,3+,Graduate,Yes,Semiurban,360,1,Y
3887.0,2669.0,162.0,Male,Yes,0,Graduate,No,Semiurban,360,1,Y
4180.0,2306.0,182.0,Female,Yes,0,Graduate,No,Semiurban,360,1,Y
3675.0,242.0,108.0,Male,Yes,2,Not Graduate,No,Semiurban,360,1,Y
19484.0,0.0,600.0,Female,Yes,1,Graduate,Yes,Semiurban,360,1,Y
5923.0,2054.0,211.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
5800.0,0.0,132.0,Male,No,0,Not Graduate,Yes,Semiurban,360,1,Y
8799.0,0.0,258.0,Male,Yes,2,Graduate,No,Urban,360,0,N
4467.0,0.0,120.0,Male,Yes,0,Not Graduate,No,Rural,360,1,Y
3333.0,0.0,70.0,Male,No,0,Graduate,No,Urban,360,1,Y
3400.0,2500.0,123.0,Male,Yes,3+,Graduate,No,Rural,360,0,N
2378.0,0.0,9.0,Female,No,0,Graduate,No,Urban,360,1,N
3166.0,2064.0,104.0,Male,Yes,0,Graduate,No,Urban,360,0,N
3417.0,1750.0,186.0,Male,Yes,1,Graduate,No,Urban,360,1,Y
5116.0,1451.0,165.0,Male,Yes,3+,Graduate,No,Urban,360,0,N
16666.0,0.0,275.0,Male,Yes,2,Graduate,No,Urban,360,1,Y
6125.0,1625.0,187.0,Male,Yes,2,Not Graduate,No,Semiurban,480,1,N
6406.0,0.0,150.0,Male,Yes,3+,Graduate,No,Semiurban,360,1,N
3159.0,461.0,108.0,Male,Yes,2,Graduate,No,Urban,84,1,Y
3087.0,2210.0,136.0,Male,Yes,0,Graduate,No,Semiurban,360,0,N
3229.0,2739.0,110.0,Male,No,0,Graduate,No,Urban,360,1,Y
1782.0,2232.0,107.0,Male,Yes,1,Graduate,No,Rural,360,1,Y
3182.0,2917.0,161.0,Male,No,0,Graduate,No,Urban,360,1,Y
6540.0,0.0,205.0,Male,Yes,2,Graduate,No,Semiurban,360,1,Y
1836.0,33837.0,90.0,Male,No,0,Graduate,No,Urban,360,1,N
3166.0,0.0,36.0,Female,Yes,0,Graduate,No,Semiurban,360,1,Y
1880.0,0.0,61.0,Male,Yes,1,Graduate,No,Rural,360,1,N
2787.0,1917.0,146.0,Male,Yes,1,Graduate,No,Rural,360,0,N
4283.0,3000.0,172.0,Male,Yes,1,Graduate,No,Rural,84,1,N
2297.0,1522.0,104.0,Male,Yes,0,Graduate,No,Urban,360,1,Y
2165.0,0.0,70.0,Female,No,0,Not Graduate,No,Semiurban,360,1,Y
4750.0,0.0,94.0,Male,No,0,Graduate,No,Semiurban,360,1,Y
2726.0,0.0,106.0,Male,Yes,2,Graduate,Yes,Semiurban,360,0,N
3000.0,3416.0,56.0,Male,Yes,0,Graduate,No,Semiurban,180,1,Y
6000.0,0.0,205.0,Male,Yes,2,Graduate,Yes,Semiurban,240,1,N
9357.0,0.0,292.0,Male,No,3+,Graduate,Yes,Semiurban,360,1,Y
3859.0,3300.0,142.0,Male,Yes,0,Graduate,No,Rural,180,1,Y
16120.0,0.0,260.0,Male,Yes,0,Graduate,Yes,Urban,360,1,Y
3833.0,0.0,110.0,Male,No,0,Not Graduate,No,Rural,360,1,Y
6383.0,1000.0,187.0,Male,Yes,2,Not Graduate,Yes,Rural,360,1,N
2987.0,0.0,88.0,Male,No,0,Graduate,No,Semiurban,360,0,N
9963.0,0.0,180.0,Male,Yes,0,Graduate,Yes,Rural,360,1,Y
5780.0,0.0,192.0,Male,Yes,2,Graduate,No,Urban,360,1,Y
416.0,41667.0,350.0,Female,No,3+,Graduate,No,Urban,180,1,N
2894.0,2792.0,155.0,Male,Yes,0,Not Graduate,No,Rural,360,1,Y
5703.0,0.0,128.0,Male,Yes,3+,Graduate,No,Urban,360,1,Y
3676.0,4301.0,172.0,Male,No,0,Graduate,No,Rural,360,1,Y
12000.0,0.0,496.0,Female,Yes,1,Graduate,No,Semiurban,360,1,Y
2400.0,3800.0,142.4,Male,Yes,0,Not Graduate,No,Urban,180,1,N
3400.0,2500.0,173.0,Male,Yes,1,Graduate,No,Semiurban,360,1,Y
3987.0,1411.0,157.0,Male,Yes,2,Not Graduate,No,Rural,360,1,Y
3232.0,1950.0,108.0,Male,Yes,0,Graduate,No,Rural,360,1,Y
2900.0,0.0,71.0,Female,No,0,Graduate,No,Rural,360,1,Y
4106.0,0.0,40.0,Male,Yes,3+,Graduate,No,Rural,180,1,Y
8072.0,240.0,253.0,Male,Yes,1,Graduate,No,Urban,360,1,Y
7583.0,0.0,187.0,Male,Yes,2,Graduate,No,Urban,360,1,Y
4583.0,0.0,133.0,Female,No,0,Graduate,Yes,Semiurban,360,0,N
